accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution
KX497058	KX497058.1	HR1105-15	2015-XX-XX	Europe	Croatia			473	Homo sapiens		2017-01-01	2017-01-01		Jagusic,M.,Slovic,A.,Forcic,D.,Ljubin Sternak,S.,Mlinaric-Galinovic,G.	Jagusic et al.	Centre for Research and Knowledge Transfer in Biotechnology, University of Zagreb, Laboratory for Molecular Biomedicine
KX497059	KX497059.1	HR1202-15	2015-XX-XX	Europe	Croatia			473	Homo sapiens		2017-01-01	2017-01-01		Jagusic,M.,Slovic,A.,Forcic,D.,Ljubin Sternak,S.,Mlinaric-Galinovic,G.	Jagusic et al.	Centre for Research and Knowledge Transfer in Biotechnology, University of Zagreb, Laboratory for Molecular Biomedicine
KX497060	KX497060.1	HR1103-15	2015-XX-XX	Europe	Croatia			473	Homo sapiens		2017-01-01	2017-01-01		Jagusic,M.,Slovic,A.,Forcic,D.,Ljubin Sternak,S.,Mlinaric-Galinovic,G.	Jagusic et al.	Centre for Research and Knowledge Transfer in Biotechnology, University of Zagreb, Laboratory for Molecular Biomedicine
KX497061	KX497061.1	HR1211-15	2015-XX-XX	Europe	Croatia			473	Homo sapiens		2017-01-01	2017-01-01		Jagusic,M.,Slovic,A.,Forcic,D.,Ljubin Sternak,S.,Mlinaric-Galinovic,G.	Jagusic et al.	Centre for Research and Knowledge Transfer in Biotechnology, University of Zagreb, Laboratory for Molecular Biomedicine
KX497062	KX497062.1	HR1935-15	2015-XX-XX	Europe	Croatia			473	Homo sapiens		2017-01-01	2017-01-01		Jagusic,M.,Slovic,A.,Forcic,D.,Ljubin Sternak,S.,Mlinaric-Galinovic,G.	Jagusic et al.	Centre for Research and Knowledge Transfer in Biotechnology, University of Zagreb, Laboratory for Molecular Biomedicine
KX497063	KX497063.1	HR1988-15	2015-XX-XX	Europe	Croatia			473	Homo sapiens		2017-01-01	2017-01-01		Jagusic,M.,Slovic,A.,Forcic,D.,Ljubin Sternak,S.,Mlinaric-Galinovic,G.	Jagusic et al.	Centre for Research and Knowledge Transfer in Biotechnology, University of Zagreb, Laboratory for Molecular Biomedicine
KX497064	KX497064.1	HR1763-15	2015-XX-XX	Europe	Croatia			473	Homo sapiens		2017-01-01	2017-01-01		Jagusic,M.,Slovic,A.,Forcic,D.,Ljubin Sternak,S.,Mlinaric-Galinovic,G.	Jagusic et al.	Centre for Research and Knowledge Transfer in Biotechnology, University of Zagreb, Laboratory for Molecular Biomedicine
KX497065	KX497065.1	HR956-15	2015-XX-XX	Europe	Croatia			473	Homo sapiens		2017-01-01	2017-01-01		Jagusic,M.,Slovic,A.,Forcic,D.,Ljubin Sternak,S.,Mlinaric-Galinovic,G.	Jagusic et al.	Centre for Research and Knowledge Transfer in Biotechnology, University of Zagreb, Laboratory for Molecular Biomedicine
KX829061	KX829061.1	NSVH2014-01-40427	2014-12-31	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829062	KX829062.1	NSVH2015-06-62150	2015-02-07	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829063	KX829063.1	NSVH2015-1-89956	2015-03-25	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829064	KX829064.1	NSVH2015-10-79178	2015-03-06	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829065	KX829065.1	NSVH2015-11-80618	2015-03-09	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829066	KX829066.1	NSVH2015-11-82000	2015-03-11	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829067	KX829067.1	NSVH2015-11-82743	2015-03-13	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829068	KX829068.1	NSVH2015-11-83986	2015-03-15	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829069	KX829069.1	NSVH2015-12-41148	2015-03-16	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829070	KX829070.1	NSVH2015-13-88638	2015-03-23	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829071	KX829071.1	NSVH2015-13-89474	2015-03-24	Europe	Spain	Catalunya		732	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829072	KX829072.1	NSVH2015-13-89872	2015-03-25	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829073	KX829073.1	NSVH2015-13-89874	2015-03-25	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829074	KX829074.1	NSVH2015-13-91964	2015-03-28	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829075	KX829075.1	NSVH2015-14-95371	2015-04-04	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829076	KX829076.1	NSVH2015-15-96582	2015-04-07	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829077	KX829077.1	NSVH2015-16-54801	2015-04-17	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829078	KX829078.1	NSVH2015-18-10937	2015-05-03	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829079	KX829079.1	NSVH2015-19-34818	2015-05-04	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829080	KX829080.1	NSVH2015-19-62114	2015-05-05	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829081	KX829081.1	NSVH2015-19-63118	2015-05-07	Europe	Spain	Catalunya		732	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829082	KX829082.1	NSVH2015-19-63737	2015-05-08	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829083	KX829083.1	NSVH2015-26-84478	2015-06-28	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829084	KX829084.1	NSVH2015-45-35215	2015-11-02	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829085	KX829085.1	NSVH2015-46-38465	2015-11-10	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829086	KX829086.1	NSVH2015-47-42788	2015-11-20	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829087	KX829087.1	NSVH2015-47-42935	2015-11-20	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829088	KX829088.1	NSVH2015-51-31958	2015-12-20	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829089	KX829089.1	NSVH2015-52-33438	2015-12-22	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829090	KX829090.1	NSVH2015-52-35982	2015-12-27	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829091	KX829091.1	NSVH2015-52-36115	2015-12-27	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829092	KX829092.1	NSVH2015-53-36173	2015-12-28	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829093	KX829093.1	NSVH2015-53-37689	2015-12-30	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829094	KX829094.1	NSVH2016-01-40149	2016-01-04	Europe	Spain	Catalunya		549	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829095	KX829095.1	NSVH2016-04-53481	2016-01-27	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829096	KX829096.1	NSVH2016-04-54525	2016-01-29	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829097	KX829097.1	NSVH2016-06-61551	2016-02-10	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829098	KX829098.1	NSVH2016-07-64669	2016-02-15	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829099	KX829099.1	NSVH2016-07-65002	2016-02-16	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829100	KX829100.1	NSVH2016-07-80500	2016-02-17	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829101	KX829101.1	NSVH2016-08-73359	2016-02-29	Europe	Spain	Catalunya		732	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829102	KX829102.1	NSVH2016-09-73907	2016-03-01	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829103	KX829103.1	NSVH2016-09-77020	2016-03-06	Europe	Spain	Catalunya		732	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829104	KX829104.1	NSVH2016-10-78451	2016-03-08	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829105	KX829105.1	NSVH2016-10-90448	2016-03-10	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829106	KX829106.1	NSVH2016-11-38434	2016-03-14	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829107	KX829107.1	NSVH2016-11-82059	2016-03-14	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829108	KX829108.1	NSVH2016-12-87148	2016-03-22	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829109	KX829109.1	NSVH2016-12-89483	2016-03-25	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829110	KX829110.1	NSVH2016-13-92670	2016-03-31	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829111	KX829111.1	NSVH2016-14-95009	2016-04-04	Europe	Spain	Catalunya		552	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829112	KX829112.1	NSVH2016-14-98230	2016-04-09	Europe	Spain	Catalunya		732	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
KX829113	KX829113.1	NSVH2016-15-56796	2016-04-11	Europe	Spain	Catalunya		732	Homo sapiens		2017-03-08	2017-03-08		Pinana,M.,Vila,J.,Gimferrer,L.,Valls,M.,Andres,C.,Codina,M.G.,Ramon,J.,Martin,M.C.,Fuentes,F.,Saiz,R.,Alcubilla,P.,Rodrigo,C.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Respiratory Viruses Unit - Microbiology Department
